,Gemeente,Latitude,Longitude,Provincie,Continent,Land,Discipline,Frequentie
5357,Gavere,50.9283314,3.6599198,East Flanders,Europa,Duitsland,podium,0
5358,Gavere,50.9283314,3.6599198,East Flanders,Europa,Frankrijk,Concert,0
5359,Gavere,50.9283314,3.6599198,East Flanders,Europa,Frankrijk,Tentoonstelling,1
5360,Gavere,50.9283314,3.6599198,East Flanders,Europa,Frankrijk,podium,0
5361,Sint-Pieters-Leeuw,50.7798,4.24368,Flemish Brabant,Noord-Amerika,Verenigde Staten,Concert,0
5362,Sint-Pieters-Leeuw,50.7798,4.24368,Flemish Brabant,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
5363,Sint-Pieters-Leeuw,50.7798,4.24368,Flemish Brabant,Noord-Amerika,Verenigde Staten,podium,1
5364,Sint-Pieters-Leeuw,50.7798,4.24368,Flemish Brabant,Europa,Duitsland,Concert,0
5365,Sint-Pieters-Leeuw,50.7798,4.24368,Flemish Brabant,Europa,Duitsland,Tentoonstelling,1
5366,Sint-Pieters-Leeuw,50.7798,4.24368,Flemish Brabant,Europa,Duitsland,podium,0
5367,Sint-Pieters-Leeuw,50.7798,4.24368,Flemish Brabant,Europa,Ierland,Concert,0
5368,Sint-Pieters-Leeuw,50.7798,4.24368,Flemish Brabant,Europa,Ierland,Tentoonstelling,1
5369,Sint-Pieters-Leeuw,50.7798,4.24368,Flemish Brabant,Europa,Ierland,podium,0
5370,Wuustwezel,51.38945,4.5912313,Antwerp,Europa,Nederland,Concert,0
5371,Wuustwezel,51.38945,4.5912313,Antwerp,Europa,Nederland,Tentoonstelling,0
5372,Wuustwezel,51.38945,4.5912313,Antwerp,Europa,Nederland,podium,7
5373,Ledegem,50.8549568,3.1274573,West Flanders,Noord-Amerika,Canada,Concert,0
5374,Ledegem,50.8549568,3.1274573,West Flanders,Noord-Amerika,Canada,Tentoonstelling,1
5375,Ledegem,50.8549568,3.1274573,West Flanders,Noord-Amerika,Canada,podium,0
5376,Ledegem,50.8549568,3.1274573,West Flanders,Europa,Duitsland,Concert,0
5377,Ledegem,50.8549568,3.1274573,West Flanders,Europa,Duitsland,Tentoonstelling,0
5378,Ledegem,50.8549568,3.1274573,West Flanders,Europa,Duitsland,podium,5
5379,Ledegem,50.8549568,3.1274573,West Flanders,Europa,Frankrijk,Concert,0
5380,Ledegem,50.8549568,3.1274573,West Flanders,Europa,Frankrijk,Tentoonstelling,0
5381,Ledegem,50.8549568,3.1274573,West Flanders,Europa,Frankrijk,podium,1
5382,Ledegem,50.8549568,3.1274573,West Flanders,Europa,Slowakije,Concert,0
5383,Ledegem,50.8549568,3.1274573,West Flanders,Europa,Slowakije,Tentoonstelling,0
5384,Ledegem,50.8549568,3.1274573,West Flanders,Europa,Slowakije,podium,5
5385,Ledegem,50.8549568,3.1274573,West Flanders,Europa,Verenigd Koninkrijk,Concert,0
5386,Ledegem,50.8549568,3.1274573,West Flanders,Europa,Verenigd Koninkrijk,Tentoonstelling,0
5387,Ledegem,50.8549568,3.1274573,West Flanders,Europa,Verenigd Koninkrijk,podium,2
5388,Oudergem,50.8164064,4.4265181,Brussels,Afrika,Marokko,Concert,1
5389,Oudergem,50.8164064,4.4265181,Brussels,Afrika,Marokko,Tentoonstelling,0
5390,Oudergem,50.8164064,4.4265181,Brussels,Afrika,Marokko,podium,0
5391,Oudergem,50.8164064,4.4265181,Brussels,Azië,China,Concert,1
5392,Oudergem,50.8164064,4.4265181,Brussels,Azië,China,Tentoonstelling,0
5393,Oudergem,50.8164064,4.4265181,Brussels,Azië,China,podium,0
5394,Oudergem,50.8164064,4.4265181,Brussels,Azië,Japan,Concert,1
5395,Oudergem,50.8164064,4.4265181,Brussels,Azië,Japan,Tentoonstelling,0
5396,Oudergem,50.8164064,4.4265181,Brussels,Azië,Japan,podium,0
5397,Oudergem,50.8164064,4.4265181,Brussels,Centraal-Amerika,Cuba,Concert,2
5398,Oudergem,50.8164064,4.4265181,Brussels,Centraal-Amerika,Cuba,Tentoonstelling,0
5399,Oudergem,50.8164064,4.4265181,Brussels,Centraal-Amerika,Cuba,podium,0
5400,Oudergem,50.8164064,4.4265181,Brussels,Europa,Wit-Rusland,Concert,0
5401,Oudergem,50.8164064,4.4265181,Brussels,Europa,Wit-Rusland,Tentoonstelling,1
5402,Oudergem,50.8164064,4.4265181,Brussels,Europa,Wit-Rusland,podium,0
5403,Oudergem,50.8164064,4.4265181,Brussels,Europa,Griekenland,Concert,0
5404,Oudergem,50.8164064,4.4265181,Brussels,Europa,Griekenland,Tentoonstelling,0
5405,Oudergem,50.8164064,4.4265181,Brussels,Europa,Griekenland,podium,1
5406,Oudergem,50.8164064,4.4265181,Brussels,Europa,Finland,Concert,0
5407,Oudergem,50.8164064,4.4265181,Brussels,Europa,Finland,Tentoonstelling,1
5408,Oudergem,50.8164064,4.4265181,Brussels,Europa,Finland,podium,0
5409,Oudergem,50.8164064,4.4265181,Brussels,Europa,Estland,Concert,0
5410,Oudergem,50.8164064,4.4265181,Brussels,Europa,Estland,Tentoonstelling,1
5411,Oudergem,50.8164064,4.4265181,Brussels,Europa,Estland,podium,0
5412,Oudergem,50.8164064,4.4265181,Brussels,Europa,Frankrijk,Concert,1
5413,Oudergem,50.8164064,4.4265181,Brussels,Europa,Frankrijk,Tentoonstelling,0
5414,Oudergem,50.8164064,4.4265181,Brussels,Europa,Frankrijk,podium,0
5415,Oudergem,50.8164064,4.4265181,Brussels,Europa,Spanje,Concert,1
5416,Oudergem,50.8164064,4.4265181,Brussels,Europa,Spanje,Tentoonstelling,0
5417,Oudergem,50.8164064,4.4265181,Brussels,Europa,Spanje,podium,0
5418,Oudergem,50.8164064,4.4265181,Brussels,Noord-Amerika,Verenigde Staten,Concert,1
5419,Oudergem,50.8164064,4.4265181,Brussels,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
5420,Oudergem,50.8164064,4.4265181,Brussels,Noord-Amerika,Verenigde Staten,podium,0
5421,Machelen,50.9125785,4.4350213,Flemish Brabant,Afrika,Senegal,Concert,0
5422,Machelen,50.9125785,4.4350213,Flemish Brabant,Afrika,Senegal,Tentoonstelling,2
5423,Machelen,50.9125785,4.4350213,Flemish Brabant,Afrika,Senegal,podium,0
5424,Machelen,50.9125785,4.4350213,Flemish Brabant,Afrika,Marokko,Concert,0
5425,Machelen,50.9125785,4.4350213,Flemish Brabant,Afrika,Marokko,Tentoonstelling,1
5426,Machelen,50.9125785,4.4350213,Flemish Brabant,Afrika,Marokko,podium,0
5427,Machelen,50.9125785,4.4350213,Flemish Brabant,Azië,Turkije,Concert,0
5428,Machelen,50.9125785,4.4350213,Flemish Brabant,Azië,Turkije,Tentoonstelling,1
5429,Machelen,50.9125785,4.4350213,Flemish Brabant,Azië,Turkije,podium,0
5430,Machelen,50.9125785,4.4350213,Flemish Brabant,Azië,Japan,Concert,0
5431,Machelen,50.9125785,4.4350213,Flemish Brabant,Azië,Japan,Tentoonstelling,1
5432,Machelen,50.9125785,4.4350213,Flemish Brabant,Azië,Japan,podium,0
5433,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Nederland,Concert,0
5434,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Nederland,Tentoonstelling,1
5435,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Nederland,podium,0
5436,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Duitsland,Concert,0
5437,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Duitsland,Tentoonstelling,1
5438,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Duitsland,podium,0
5439,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Verenigd Koninkrijk,Concert,0
5440,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Verenigd Koninkrijk,Tentoonstelling,1
5441,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Verenigd Koninkrijk,podium,0
5442,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Oostenrijk,Concert,0
5443,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Oostenrijk,Tentoonstelling,1
5444,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Oostenrijk,podium,0
5445,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Noorwegen,Concert,0
5446,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Noorwegen,Tentoonstelling,1
5447,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Noorwegen,podium,0
5448,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Frankrijk,Concert,0
5449,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Frankrijk,Tentoonstelling,1
5450,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Frankrijk,podium,0
5451,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Spanje,Concert,0
5452,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Spanje,Tentoonstelling,1
5453,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Spanje,podium,0
5454,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Zweden,Concert,0
5455,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Zweden,Tentoonstelling,1
5456,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Zweden,podium,0
5457,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Denemarken,Concert,0
5458,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Denemarken,Tentoonstelling,1
5459,Machelen,50.9125785,4.4350213,Flemish Brabant,Europa,Denemarken,podium,0
5460,Machelen,50.9125785,4.4350213,Flemish Brabant,Noord-Amerika,Canada,Concert,0
5461,Machelen,50.9125785,4.4350213,Flemish Brabant,Noord-Amerika,Canada,Tentoonstelling,1
5462,Machelen,50.9125785,4.4350213,Flemish Brabant,Noord-Amerika,Canada,podium,0
5463,Holsbeek,50.92113,4.75696,Flemish Brabant,Afrika,Rwanda,Concert,0
5464,Holsbeek,50.92113,4.75696,Flemish Brabant,Afrika,Rwanda,Tentoonstelling,1
5465,Holsbeek,50.92113,4.75696,Flemish Brabant,Afrika,Rwanda,podium,0
5466,Holsbeek,50.92113,4.75696,Flemish Brabant,Afrika,Sierra Leone,Concert,0
5467,Holsbeek,50.92113,4.75696,Flemish Brabant,Afrika,Sierra Leone,Tentoonstelling,1
5468,Holsbeek,50.92113,4.75696,Flemish Brabant,Afrika,Sierra Leone,podium,0
5469,Holsbeek,50.92113,4.75696,Flemish Brabant,Azië,Irak,Concert,0
5470,Holsbeek,50.92113,4.75696,Flemish Brabant,Azië,Irak,Tentoonstelling,1
5471,Holsbeek,50.92113,4.75696,Flemish Brabant,Azië,Irak,podium,0
5472,Holsbeek,50.92113,4.75696,Flemish Brabant,Azië,Afghanistan,Concert,0
5473,Holsbeek,50.92113,4.75696,Flemish Brabant,Azië,Afghanistan,Tentoonstelling,1
5474,Holsbeek,50.92113,4.75696,Flemish Brabant,Azië,Afghanistan,podium,0
5475,Holsbeek,50.92113,4.75696,Flemish Brabant,Centraal-Amerika,Mexico,Concert,0
5476,Holsbeek,50.92113,4.75696,Flemish Brabant,Centraal-Amerika,Mexico,Tentoonstelling,1
5477,Holsbeek,50.92113,4.75696,Flemish Brabant,Centraal-Amerika,Mexico,podium,0
5478,Holsbeek,50.92113,4.75696,Flemish Brabant,Europa,Nederland,Concert,0
5479,Holsbeek,50.92113,4.75696,Flemish Brabant,Europa,Nederland,Tentoonstelling,0
5480,Holsbeek,50.92113,4.75696,Flemish Brabant,Europa,Nederland,podium,4
5481,Holsbeek,50.92113,4.75696,Flemish Brabant,Europa,Frankrijk,Concert,0
5482,Holsbeek,50.92113,4.75696,Flemish Brabant,Europa,Frankrijk,Tentoonstelling,1
5483,Holsbeek,50.92113,4.75696,Flemish Brabant,Europa,Frankrijk,podium,0
5484,Holsbeek,50.92113,4.75696,Flemish Brabant,Europa,Verenigd Koninkrijk,Concert,0
5485,Holsbeek,50.92113,4.75696,Flemish Brabant,Europa,Verenigd Koninkrijk,Tentoonstelling,0
5486,Holsbeek,50.92113,4.75696,Flemish Brabant,Europa,Verenigd Koninkrijk,podium,2
5487,Holsbeek,50.92113,4.75696,Flemish Brabant,Europa,Bosnië en Herzegovina,Concert,0
5488,Holsbeek,50.92113,4.75696,Flemish Brabant,Europa,Bosnië en Herzegovina,Tentoonstelling,1
5489,Holsbeek,50.92113,4.75696,Flemish Brabant,Europa,Bosnië en Herzegovina,podium,0
5490,Kasterlee,51.2405124,4.9674402,Antwerp,Afrika,Zuid-Afrika,Concert,0
5491,Kasterlee,51.2405124,4.9674402,Antwerp,Afrika,Zuid-Afrika,Tentoonstelling,0
5492,Kasterlee,51.2405124,4.9674402,Antwerp,Afrika,Zuid-Afrika,podium,7
5493,Kasterlee,51.2405124,4.9674402,Antwerp,Azië,Turkije,Concert,0
5494,Kasterlee,51.2405124,4.9674402,Antwerp,Azië,Turkije,Tentoonstelling,0
5495,Kasterlee,51.2405124,4.9674402,Antwerp,Azië,Turkije,podium,1
5496,Kasterlee,51.2405124,4.9674402,Antwerp,Azië,Zuid-Korea,Concert,0
5497,Kasterlee,51.2405124,4.9674402,Antwerp,Azië,Zuid-Korea,Tentoonstelling,1
5498,Kasterlee,51.2405124,4.9674402,Antwerp,Azië,Zuid-Korea,podium,0
5499,Kasterlee,51.2405124,4.9674402,Antwerp,Europa,Duitsland,Concert,0
5500,Kasterlee,51.2405124,4.9674402,Antwerp,Europa,Duitsland,Tentoonstelling,4
5501,Kasterlee,51.2405124,4.9674402,Antwerp,Europa,Duitsland,podium,0
5502,Kasterlee,51.2405124,4.9674402,Antwerp,Europa,Frankrijk,Concert,0
5503,Kasterlee,51.2405124,4.9674402,Antwerp,Europa,Frankrijk,Tentoonstelling,9
5504,Kasterlee,51.2405124,4.9674402,Antwerp,Europa,Frankrijk,podium,0
5505,Kasterlee,51.2405124,4.9674402,Antwerp,Europa,Griekenland,Concert,0
5506,Kasterlee,51.2405124,4.9674402,Antwerp,Europa,Griekenland,Tentoonstelling,0
5507,Kasterlee,51.2405124,4.9674402,Antwerp,Europa,Griekenland,podium,1
5508,Kasterlee,51.2405124,4.9674402,Antwerp,Europa,Verenigd Koninkrijk,Concert,0
5509,Kasterlee,51.2405124,4.9674402,Antwerp,Europa,Verenigd Koninkrijk,Tentoonstelling,2
5510,Kasterlee,51.2405124,4.9674402,Antwerp,Europa,Verenigd Koninkrijk,podium,0
5511,Bonheiden,51.02221,4.54803,Antwerp,Noord-Amerika,Verenigde Staten,Concert,1
5512,Bonheiden,51.02221,4.54803,Antwerp,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
5513,Bonheiden,51.02221,4.54803,Antwerp,Noord-Amerika,Verenigde Staten,podium,0
5514,Bonheiden,51.02221,4.54803,Antwerp,Azië,Singapore,Concert,0
5515,Bonheiden,51.02221,4.54803,Antwerp,Azië,Singapore,Tentoonstelling,1
5516,Bonheiden,51.02221,4.54803,Antwerp,Azië,Singapore,podium,0
5517,Bonheiden,51.02221,4.54803,Antwerp,Azië,Indonesië,Concert,0
5518,Bonheiden,51.02221,4.54803,Antwerp,Azië,Indonesië,Tentoonstelling,1
5519,Bonheiden,51.02221,4.54803,Antwerp,Azië,Indonesië,podium,0
5520,Bonheiden,51.02221,4.54803,Antwerp,Europa,Nederland,Concert,0
5521,Bonheiden,51.02221,4.54803,Antwerp,Europa,Nederland,Tentoonstelling,2
5522,Bonheiden,51.02221,4.54803,Antwerp,Europa,Nederland,podium,0
5523,Bonheiden,51.02221,4.54803,Antwerp,Europa,Zwitserland,Concert,1
5524,Bonheiden,51.02221,4.54803,Antwerp,Europa,Zwitserland,Tentoonstelling,0
5525,Bonheiden,51.02221,4.54803,Antwerp,Europa,Zwitserland,podium,0
5526,Bonheiden,51.02221,4.54803,Antwerp,Europa,Duitsland,Concert,1
5527,Bonheiden,51.02221,4.54803,Antwerp,Europa,Duitsland,Tentoonstelling,0
5528,Bonheiden,51.02221,4.54803,Antwerp,Europa,Duitsland,podium,0
5529,Bonheiden,51.02221,4.54803,Antwerp,Europa,Rusland,Concert,0
5530,Bonheiden,51.02221,4.54803,Antwerp,Europa,Rusland,Tentoonstelling,0
5531,Bonheiden,51.02221,4.54803,Antwerp,Europa,Rusland,podium,1
5532,Bonheiden,51.02221,4.54803,Antwerp,Europa,Frankrijk,Concert,2
5533,Bonheiden,51.02221,4.54803,Antwerp,Europa,Frankrijk,Tentoonstelling,0
5534,Bonheiden,51.02221,4.54803,Antwerp,Europa,Frankrijk,podium,0
5535,Bonheiden,51.02221,4.54803,Antwerp,Europa,Verenigd Koninkrijk,Concert,0
5536,Bonheiden,51.02221,4.54803,Antwerp,Europa,Verenigd Koninkrijk,Tentoonstelling,1
5537,Bonheiden,51.02221,4.54803,Antwerp,Europa,Verenigd Koninkrijk,podium,0
5538,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Hongarije,Concert,0
5539,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Hongarije,Tentoonstelling,0
5540,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Hongarije,podium,1
5541,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Nederland,Concert,0
5542,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Nederland,Tentoonstelling,0
5543,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Nederland,podium,1
5544,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Italië,Concert,0
5545,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Italië,Tentoonstelling,0
5546,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Italië,podium,1
5547,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Duitsland,Concert,0
5548,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Duitsland,Tentoonstelling,2
5549,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Duitsland,podium,0
5550,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Macedonië,Concert,0
5551,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Macedonië,Tentoonstelling,0
5552,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Macedonië,podium,1
5553,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Oostenrijk,Concert,0
5554,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Oostenrijk,Tentoonstelling,0
5555,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Oostenrijk,podium,1
5556,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Frankrijk,Concert,0
5557,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Frankrijk,Tentoonstelling,0
5558,Kortenberg,50.8884334,4.5440302,Flemish Brabant,Europa,Frankrijk,podium,1
5559,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Somalië,Concert,0
5560,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Somalië,Tentoonstelling,0
5561,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Somalië,podium,2
5562,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Rwanda,Concert,0
5563,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Rwanda,Tentoonstelling,0
5564,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Rwanda,podium,12
5565,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Benin,Concert,1
5566,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Benin,Tentoonstelling,0
5567,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Benin,podium,0
5568,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Egypte,Concert,0
5569,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Egypte,Tentoonstelling,1
5570,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Egypte,podium,0
5571,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Ethiopië,Concert,1
5572,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Ethiopië,Tentoonstelling,0
5573,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Ethiopië,podium,0
5574,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Guinee,Concert,1
5575,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Guinee,Tentoonstelling,0
5576,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Guinee,podium,0
5577,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Nigeria,Concert,1
5578,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Nigeria,Tentoonstelling,0
5579,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Nigeria,podium,0
5580,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Congo-Kinshasa,Concert,0
5581,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Congo-Kinshasa,Tentoonstelling,3
5582,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Congo-Kinshasa,podium,0
5583,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Zuid-Afrika,Concert,1
5584,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Zuid-Afrika,Tentoonstelling,0
5585,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Zuid-Afrika,podium,0
5586,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Ghana,Concert,1
5587,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Ghana,Tentoonstelling,0
5588,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Ghana,podium,0
5589,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Seychellen,Concert,3
5590,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Seychellen,Tentoonstelling,0
5591,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Seychellen,podium,0
5592,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Marokko,Concert,0
5593,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Marokko,Tentoonstelling,4
5594,Leuven,50.8798438,4.7005176,Flemish Brabant,Afrika,Marokko,podium,0
5595,Leuven,50.8798438,4.7005176,Flemish Brabant,Oceanië,Papoea-Nieuw-Guinea,Concert,0
5596,Leuven,50.8798438,4.7005176,Flemish Brabant,Oceanië,Papoea-Nieuw-Guinea,Tentoonstelling,1
5597,Leuven,50.8798438,4.7005176,Flemish Brabant,Oceanië,Papoea-Nieuw-Guinea,podium,0
5598,Leuven,50.8798438,4.7005176,Flemish Brabant,Oceanië,Australië,Concert,5
5599,Leuven,50.8798438,4.7005176,Flemish Brabant,Oceanië,Australië,Tentoonstelling,0
5600,Leuven,50.8798438,4.7005176,Flemish Brabant,Oceanië,Australië,podium,0
5601,Leuven,50.8798438,4.7005176,Flemish Brabant,Centraal-Amerika,Mexico,Concert,0
5602,Leuven,50.8798438,4.7005176,Flemish Brabant,Centraal-Amerika,Mexico,Tentoonstelling,0
5603,Leuven,50.8798438,4.7005176,Flemish Brabant,Centraal-Amerika,Mexico,podium,1
5604,Leuven,50.8798438,4.7005176,Flemish Brabant,Centraal-Amerika,Cuba,Concert,1
5605,Leuven,50.8798438,4.7005176,Flemish Brabant,Centraal-Amerika,Cuba,Tentoonstelling,0
5606,Leuven,50.8798438,4.7005176,Flemish Brabant,Centraal-Amerika,Cuba,podium,0
5607,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Argentinië,Concert,5
5608,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Argentinië,Tentoonstelling,0
5609,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Argentinië,podium,0
5610,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Chili,Concert,0
5611,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Chili,Tentoonstelling,0
5612,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Chili,podium,6
5613,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Venezuela,Concert,1
5614,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Venezuela,Tentoonstelling,0
5615,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Venezuela,podium,0
5616,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Brazilië,Concert,3
5617,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Brazilië,Tentoonstelling,0
5618,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Brazilië,podium,0
5619,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Colombia,Concert,0
5620,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Colombia,Tentoonstelling,1
5621,Leuven,50.8798438,4.7005176,Flemish Brabant,Zuid-Amerika,Colombia,podium,0
5622,Leuven,50.8798438,4.7005176,Flemish Brabant,Noord-Amerika,Canada,Concert,4
5623,Leuven,50.8798438,4.7005176,Flemish Brabant,Noord-Amerika,Canada,Tentoonstelling,0
5624,Leuven,50.8798438,4.7005176,Flemish Brabant,Noord-Amerika,Canada,podium,0
5625,Leuven,50.8798438,4.7005176,Flemish Brabant,Noord-Amerika,Verenigde Staten,Concert,31
5626,Leuven,50.8798438,4.7005176,Flemish Brabant,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
5627,Leuven,50.8798438,4.7005176,Flemish Brabant,Noord-Amerika,Verenigde Staten,podium,0
5628,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,China,Concert,1
5629,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,China,Tentoonstelling,0
5630,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,China,podium,0
5631,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Palestina,Concert,0
5632,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Palestina,Tentoonstelling,2
5633,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Palestina,podium,0
5634,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Mongolië,Concert,2
5635,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Mongolië,Tentoonstelling,0
5636,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Mongolië,podium,0
5637,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Iran,Concert,0
5638,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Iran,Tentoonstelling,1
5639,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Iran,podium,0
5640,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Irak,Concert,0
5641,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Irak,Tentoonstelling,1
5642,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Irak,podium,0
5643,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,India,Concert,0
5644,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,India,Tentoonstelling,4
5645,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,India,podium,0
5646,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Israël,Concert,0
5647,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Israël,Tentoonstelling,3
5648,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Israël,podium,0
5649,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Nepal,Concert,0
5650,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Nepal,Tentoonstelling,0
5651,Leuven,50.8798438,4.7005176,Flemish Brabant,Azië,Nepal,podium,1
